timestamp,date,time,session_id,question_number,language_detected,question,answer,sources,response_time_seconds,answer_length_words,topic_category,had_summary_card
2026-05-26T15:12:12.826797,2026-05-26,15:12:12,69f4acf0,2,english,Mwi aseo?,"# Mwi Aseo? (What Do You Want?)  Habari! 👋   I think you're asking in **Kikuyu/local language** – *""What do you want?""* or *""How can I help?""*  Let me respond clearly:  ---  ## **Mimi ni MSME Business Advisor** ✅  **Ninaweza kukusaidia na:**  - 📋 **Business Registration** (Kuandikisha biashara) - 💰 **Tax & KRA** (VAT, income tax, eTIMS) - 🏦 **Financing** (Hustler Fund, loans, SACCOs, chama) - 🛡️ **Social Security** (NSSF, SHA, NITA) - 📱 **Markets & Technology** (E-commerce, digital tools) - 🏗️ *",none,4.45,121,General Advisory,no
2026-05-26T15:19:10.425758,2026-05-26,15:19:10,cb749cc3,1,kamba,Mwi Aseo,"Habari! 👋 Karibu sana!  Niko hapa kumsaidia kama mtambuzi wa biashara yenye ujuzi maalum katika kusaidia Biashara Ndogo Ndogo na za Wastani (MSMEs) hapa Kenya.  Ninaweza kukuongezea kwa swala lolote linalohusiana na:  📋 **Usajili na Leseni** - BRS, eCitizen, ruhusa za kaunti 💰 **Kodi na KRA** - VAT, kodi ya mapato, PAYE, eTIMS 🏦 **Fedha za Biashara** - Hustler Fund, YEDF, WEF, SACCOs, benki 🛡️ **Usalama Kijamii** - NSSF, SHA, NITA 🌍 **Biashara za Nje** - EAC, COMESA, AfCFTA, e-commerce 🤝 **Mbinu",none,5.86,117,General Advisory,no
2026-05-26T15:20:57.230483,2026-05-26,15:20:57,cb749cc3,2,english,Teknolohia na Miundombinu,"Sawa! 👍 Ninataka kujua zaidi kuhusu **Teknolohia na Miundombinu** kwa MSMEs.  Tafadhali niambie swali lako mahususi ili niweze kukutupia maelezo mazuri. Hapa kuna baadhi ya mada ambazo naweza kukusaidia:  🖥️ **Teknolohia kwa Biashara** - Programu za kubadilisha mali (POS, invoicing) - Online presence na e-commerce - Digital payments na mobile money - Cybersecurity na ulinzi wa data  📱 **Mitandao na Muunganisho** - Internet na WiFi kwa duka - Mobile connectivity solutions  🏗️ **Miundombinu** - Um",kplc_customer_charter.pdf,6.29,149,General Advisory,no
2026-05-27T18:14:57.149959,2026-05-27,18:14:57,48ffbe28,1,english,What is the process to configure my phone number to Pochi,"# Setting Up Your Phone Number on Pochi  I don't have specific documentation in my knowledge base about configuring phone numbers on Pochi or detailed Pochi setup procedures.  However, I can give you some general guidance:  ## What You'll Likely Need: 1. **A valid phone number** registered in Kenya 2. **The Pochi app** downloaded on your smartphone 3. **Valid identification** (ID or passport) 4. **Your M-Pesa or mobile money account details** (depending on Pochi's integration)  ## General Steps",yedf_loan_application_form_individual.pdf | kenya_national_digital_masterplan_2022_2032.pdf | gsma_state_mobile_money_report_2024.pdf | tveta_journal_vol5_2022.pdf,7.18,198,General Advisory,no
2026-05-27T18:23:58.550318,2026-05-27,18:23:58,42b9cc0f,1,english,how do I configure my phone number to pochi,"# Setting Up Your Phone Number on Pochi  I don't have specific documentation in my knowledge base about configuring a phone number on **Pochi** (which appears to be a mobile money or digital payment platform).  However, here's **general guidance** for setting up most mobile money services in Kenya:  ## Typical Steps: 1. **Download the app** or access via USSD code 2. **Enter your phone number** — usually the SIM card number you're using 3. **Create a PIN** — your security code for transactions 4",yedf_loan_application_form_individual.pdf | kenya_national_digital_masterplan_2022_2032.pdf | gsma_state_mobile_money_report_2024.pdf | tveta_journal_vol5_2022.pdf,6.19,214,General Advisory,no
2026-05-27T18:27:01.580015,2026-05-27,18:27:01,8c82d03e,1,english,how do I configure my phone number to pochi,"# Setting Up M-Pesa on Your Phone  I'd like to help, but I need to clarify what you mean by ""configure my phone number to pochi.""  **If you mean M-Pesa** (which Kenyans often call mobile money):  ## Basic Steps to Activate M-Pesa: 1. **Dial `*150#`** on your Safaricom phone 2. Follow the prompts to set up your M-Pesa account 3. Create a **4-digit M-Pesa PIN** (keep this secret!) 4. You'll get an **M-Pesa number** (usually your phone number with a prefix)  ## Using M-Pesa for Business: - **Send m",yedf_loan_application_form_individual.pdf | kenya_national_digital_masterplan_2022_2032.pdf | gsma_state_mobile_money_report_2024.pdf | tveta_journal_vol5_2022.pdf,4.98,181,General Advisory,no
2026-05-27T18:28:00.324692,2026-05-27,18:28:00,8c82d03e,2,english,I mean pochi la biashara,"# Setting Up Pochi La Biashara (Business Wallet)  Great! Here are the **three ways to register**:  ---  ## **Method 1 — Via USSD (Dial Code)** 1. Dial **`*334#`** on your Safaricom phone 2. Select ""Register"" or ""Jiandikishe"" 3. Choose your **business category** (duka, food, salon, etc.) 4. Enter your details 5. You'll get an **SMS confirmation**  ---  ## **Method 2 — Via M-PESA Super App** 1. Open the **M-PESA Super App** on your smartphone 2. Tap **""Pay""** 3. Select **""Pochi La Biashara""** 4. F",safaricom_pochi_la_biashara.txt | kenya_cultural_entrepreneurship_kiswahili.txt,4.89,199,General Advisory,no
2026-05-29T08:52:21.310708,2026-05-29,08:52:21,c3a92552,1,english,"Do I have to register for etims? If so, how do I do it?","# Do You Need to Register for eTIMS?  **Yes, you do.** If you're engaged in business in Kenya, you are **required to register for eTIMS** and issue electronic tax invoices.  This applies to: - Companies - Partnerships - Sole traders - Any other business entity  **Exception:** If your business is a small enterprise with an **annual turnover of 5 million shillings or less**, a purchaser can issue a tax invoice on your behalf. However, it's still best to register yourself to stay compliant.  ---  #",kra_etims_how_to_onboard.txt | kra_etims_install.txt | kra_etims_what_is.txt,5.28,241,Business Registration,no
2026-05-29T08:56:11.628053,2026-05-29,08:56:11,c3a92552,2,english,"For all the key details above, e.g. step by step process, etc, please share the links to the sites with more information","# eTIMS Registration - Where to Find Detailed Information  I apologize, but **I don't have specific website links or URLs in my knowledge base** to share with you directly.  However, here's where you should go to find the official step-by-step guides and resources:  ---  ## Official Sources to Visit  ### 1. **KRA eTIMS Portal** - Visit: **www.etims.kra.go.ke** (the official eTIMS online portal) - You can register and access the full user guide there  ### 2. **KRA Main Website** - Visit: **www.kr",kra_etims_individual_invoicing_guide.pdf | kra_etims_online_portal_guide_2024.pdf | fsd_kenya_msme_outlook_transforming_2024.pdf,4.63,203,General Advisory,no
2026-05-29T09:01:39.391100,2026-05-29,09:01:39,c3a92552,3,english,How do I register a sole proprietorship in Kenya?,# How to Register a Sole Proprietorship in Kenya  A sole proprietorship is the simplest and most common business structure for MSMEs in Kenya. Here's what you need to know:  ---  ## What is a Sole Proprietorship?  - You are the sole owner and operator of the business - Your personal and business finances are legally the same - You keep all profits but are personally liable for debts - **Most microenterprises and small enterprises in Kenya use this structure**  ---  ## Registration Steps  ### Ste,fsd_kenya_msme_outlook_transforming_2024.pdf | fsd_kenya_msme_outlook_report_2024.pdf,10.92,597,Business Registration,no
2026-06-05T11:26:01.362637,2026-06-05,11:26:01,0d65808a,1,english,how do I get loan in Kenya,"# Getting a Loan in Kenya – Your Options  There are several ways to borrow money as an MSME owner in Kenya. Here are the main options:  ## 1. **Hustler Fund** (Fastest & Easiest) Best for: Quick cash, small amounts, short-term needs  **How it works:** - Borrow between small amounts (limits increase over time) - **Repayment period:** 14 days only - **Interest:** 8% per annum - **Application:** Dial USSD code or use mobile app - **Disbursement:** Money goes to your mobile wallet instantly - **Note",hustler_fund_faq.pdf | faulu_biashara_sme_loan.txt,11.36,269,Financing,no
2026-06-05T11:29:25.112548,2026-06-05,11:29:25,0d65808a,2,english,How do I register for NSSF?,"# How to Register for NSSF in Kenya  NSSF (National Social Security Fund) is mandatory for all employees and employers in Kenya. Here's how to register:  ---  ## **If You Are an Employee**  **Step 1:** Visit your nearest NSSF office with: - Your national ID - Your employment letter or payslip  **Step 2:** Complete the registration form at the office  **Step 3:** You'll receive a membership number (this stays with you for life, even if you change jobs)  **Find an NSSF office near you:** - Visit t",nssf_faq.txt | nssf_registration_forms.txt,5.61,263,Business Registration,no
